Last updated:  Fri Nov 20 11:15:22 2015
Farm:  ortega urban farms
Farm:  The Peoples Garden
Farm:  Hoop Tunnel
Farm:  Garden of Hope
Farm:  Tom's Garden
Farm:  Jimmy's
Farm:  crystals'
Farm:  my garden
Farm:  grita
Farm:  shari's urban patch
Farm:  WILLIAMS GARDEN
Farm:  kysers
Farm:  Angie's Garden
Farm:  kysers
Farm:  Tiffany 's
Farm:  Tiffany 's
Farm:  Shari's Urban Patch
Farm:  Shari's Urban Patch
Farm:  Mable
Farm:  Brenda's Greens and Fruits
Farm:  Green Goodies
Farm:  kala's
Farm:  Shorts Garden
Farm:  Belle's
Farm:  mattison
Farm:  geno
Farm:  Happy Growing
Farm:  GAP Fellowship Community Garden
Farm:  Healthy dining
Farm:  Kent family Garden
Farm:  Johnica's Garden
Farm:  Babette
Farm:  Small Faith Garden
Farm:  The Good Food Place
Farm:  Small Faith Garden
Farm:  J &amp;amp; M's  garden
Farm:  shirley's best
Farm:  Bill's Garden
Farm:  Buentello Jr Garden
Farm:  My Garden
Farm:  Urban Patch
Farm:  Dixon's Family Garden
Farm:  Fleur
Farm:  Lena's Garden
Farm:  Boykin Garden Oasis
Farm:  DaLyGrow
Farm:  Spiritual Truth
Farm:  Shadow's Garden
Farm:  Puffin's Place
Farm:  marv's mARVEL
Farm:  brooks garden of light
Farm:  Miracle Hands
Farm:  Granny Jewels' love
Farm:  beyond baskets
Farm:  Hardy Bunch
Farm:  Mz.Haze Heavenly Harvest
Farm:  Minkyluv Food of love
Farm:  Jay &amp;amp; Josh's Love Garden
Farm:  Timothy's Garden
Farm:  Bobby's Garden
Farm:  Cooper
Farm:  Prince Hall Place Community Garden
Farm:  Williams Garden
Farm:  Fresh Veg
Farm:  Hurt
Farm:  Frederick Douglass Academy Garden
Farm:  ella
Farm:  erin's place
Farm:  BEULAH'S GARDEN
Farm:  ROSS-WELL GARDEN
Farm:  Gee's
Farm:  Fambro's Garden of Eden
Farm:  Garden of Eden
Farm:  Dessasure family
Farm:  Green Space
Farm:  greenery
Farm:  Harris-Burton
Farm:  chris's corner
Farm:  Janice
Farm:  urban garden
Farm:  The Garden of Eve
Farm:  urban garden
Farm:  urban garden
Farm:  sunshine
Farm:  Miranda J. Allen memorial garden
Farm:  Brooks-Pasha
Farm:  T Fresh Vegatable
Farm:  Tonys Garden
Farm:  Ruby Vege
Farm:  Honey's Garden
Farm:  Dorsey garden
Farm:  Lee's Garden
Farm:  Lainey's Grub
Farm:  Vivian's Garden
Farm:  Life Patch
Farm:  mariam's garden
Farm:  Weston's
Farm:  Dave's Garden
Farm:  DAG
Farm:  Genesis
Farm:  Burtons' Bed
Farm:  rottweiler guarded garden
Farm:  rottweiler guarded garden
Farm:  BLITZ 'S GLORY
Farm:  PD's  Garden
Farm:  Kizzie's garden
Farm:  Memorial Garden
Farm:  COMMUNITY GARDEN
Farm:  dessasure family garden
Farm:  Cumberland
Farm:  Mamma's Garden
Farm:  cumberlandway
Farm:  shari's urban patch
Farm:  Fireweed Universe-City
Farm:  Healthy
Farm:  Davison &amp;amp; Company
Farm:  Ree's Place
Farm:  Ne'la Yard
Farm:  Mary Alice
Farm:  David's Garden
Farm:  Mae's Garden
Farm:  Theresa's Garden
Farm:  Maelin's Garden
Farm:  Garden Angel
Farm:  Chris's Garden
Farm:  Hurt Garden
Farm:  Granny
Farm:  Lacy's Garden
Farm:  Marilyn's Garaden
Farm:  Rose's Garden
Farm:  McKinstry St. Tiny Back Yard Garden
Farm:  Chucks Crops
Farm:  Joe's Grow
Farm:  Sofiner's Garden
Farm:  Joy
Farm:  Mello
Farm:  Cliett Family Garden
Farm:  Jackson Family
Farm:  Pearce Family Garden
Farm:  Spiries Family Garden
Farm:  Ms. Ellie
Farm:  Bryant's
Farm:  Turner Farms
Farm:  Food Garden
Farm:  Molly
Farm:  Sacrifice
Farm:  Moss Family
Farm:  Logans
Farm:  Grandma Grows
Farm:  Skoczycas
Farm:  Heaven
Farm:  Johnson Family
Farm:  McKissic Family
Farm:  Walters Family
Farm:  Gillian Family
Farm:  Danny
Farm:  Chris
Farm:  Tim
Farm:  Parks Family
Farm:  Jericho
Farm:  Mary's Garaden
Farm:  Joy's Garden
Farm:  Breecj &amp;amp; Breecj Harvest
Farm:  Everything
Farm:  Mel's Food
Farm:  Rose Bed
Farm:  Oakman Manor Gardens
Farm:  Russell Family
Farm:  Lodewyck One
Farm:  Evla
Farm:  Sherrer Family
Farm:  Tuskegee Farm
Farm:  Yes
Farm:  Shine Bright
Farm:  Brown's Good People
Farm:  Ballard Family
Farm:  Bennett School Garden
Farm:  Bay Garden
Farm:  Dawson's Little C
Farm:  Shar
Farm:  Alcora
Farm:  Home Royalty
Farm:  Lamar's Garden
Farm:  H &amp;amp; A
Farm:  Bless Your Heart
Farm:  Roberson Family
Farm:  Robins Garden
Farm:  St. Clair Row
Farm:  Brookes Graden
Farm:  BJ Garden
Farm:  FAWM GArden
Farm:  Wally's
Farm:  Sunshine
Farm:  Wanda's Garden
Farm:  Plentiful
Farm:  Debra's Garden
Farm:  Sunfire
Farm:  Ribbron Garden
Farm:  Turners
Farm:  Blakley's
Farm:  NA
Farm:  Jones Garden
Farm:  Harris Garden
Farm:  Grandma's Garden
Farm:  Skylake
Farm:  Childen
Farm:  Victorious
Farm:  Reynolds Garden
Farm:  Bruister Family
Farm:  Sarah
Farm:  Auntie Fay's
Farm:  Lene's Place
Farm:  Miley Grove
Farm:  Livestrong
Farm:  Way's Garden
Farm:  Passmore
Farm:  DRE1010
Farm:  Hassans Garden
Farm:  Roberson
Farm:  Hightower
Farm:  Berry's Place
Farm:  Silver's
Farm:  Lady Peace
Farm:  Salad munchies
Farm:  Chris's Garden
Farm:  Not Sure
Farm:  Green Things
Farm:  Truitt Garden
Farm:  The White Farm
Farm:  Garden of Eden
Farm:  Prosperity
Farm:  Cleo's Garden
Farm:  Glenda's Garden
Farm:  Willis Garden
Farm:  Mindy
Farm:  Rochelle Garden
Farm:  Love
Farm:  Garden Fresh
Farm:  Me
Farm:  Jack
Farm:  My garden
Farm:  Artic
Farm:  Amela 2
Farm:  Billie's Farm
Farm:  Minedy
Farm:  Taylor St
Farm:  Chris' Garden
Farm:  The Garden of life
Farm:  Garden 1
Farm:  JP
Farm:  garden
Farm:  caham
Farm:  Mother love
Farm:  home
Farm:  garden
Farm:  vikkis garden
Farm:  Happy Days
Farm:  Green
Farm:  garden
Farm:  Robin's Garden
Farm:  garden
Farm:  Myra's Garden
Farm:  Brown Family
Farm:  Prosperity
Farm:  America
Farm:  40
Farm:  Family Harvest
Farm:  Angel
Farm:  Love
Farm:  love
Farm:  Neicey
Farm:  espie
Farm:  cashmere
Farm:  Blessed
Farm:  Yes
Farm:  Jenkins
Farm:  mo media
Farm:  garden
Farm:  Walker Garden
Farm:  Love
Farm:  Jordan
Farm:  Howard
Farm:  Eden
Farm:  x
Farm:  Bolton Family
Farm:  Bolton Family
Farm:  Home Grown Living
Farm:  Tyus Family
Farm:  Al's Garden
Farm:  rosa
Farm:  Conway Garden
Farm:  Veggies For Life
Farm:  &amp;quot;fourbabies&amp;quot;
Farm:  rosa
Farm:  horatio
Farm:  Bryant family garden
Farm:  Nichols School Garden of Love
Farm:  On the Porch
Farm:  Nichols Elementary Garden
Farm:  Nichol Garden of Love
Farm:  Nichols Elementary Garden
Farm:  O. Green
Farm:  The Browns
Farm:  Hip Hop Garden
Farm:  Dillard Garden
Farm:  Gods Garden
Farm:  Healthy Living
Farm:  Grannies Garden
Farm:  Grannies Garden
Farm:  Grannies Garden
Farm:  Redemeption Mile
Farm:  Bond Community
Farm:  Kathleen Garden
Farm:  Albinas garden
Farm:  Dee's Garden
Farm:  McDuffie
Farm:  McLean Plot
Farm:  Byrds Garden
Farm:  Grier
Farm:  Moon Child
Farm:  Sturtevant Community
Farm:  Carr garden
Farm:  Price Family
Farm:  Mello's
Farm:  Lovely Garden
Farm:  Lovely Garden
Farm:  RR Gardens
Farm:  D Skipper
Farm:  Rogers
Farm:  Gaulden
Farm:  Gaulden
Farm:  Delks
Farm:  Jeffery pepper garden
Farm:  Wellbeing Garden
Farm:  Montys
Farm:  Murray
Farm:  Murray
Farm:  Murray
Farm:  C3
Farm:  C3
Farm:  C3
Farm:  Serenity
Farm:  Serenity
Farm:  Mathis Community Center Garden
Farm:  Margaurite M.
Farm:  God's Gift to the People
Farm:  J.D.'s Garden
Farm:  J.N's Garden
Farm:  the secret garden
Farm:  Hooper Vineyard
Farm:  Joy
Farm:  Sunny's
Farm:  garden
Farm:  Beautiful
Farm:  Phillips Gardens
Farm:  Whitehead Garden
Farm:  A garden of love
Farm:  My Garden
Farm:  USGC
Farm:  Dream Weaver
Farm:  garden
Farm:  Colemans
Farm:  OGD
Farm:  NAC
Farm:  Feed The D
Farm:  The Michigan Urban Farming Initiative
Farm:  Janie's
Farm:  Green Acres-Chosen Seed
Farm:  Jackson Organics
Farm:  Food for Hope Ministr
Farm:  Nahnee's Veggies
Farm:  Divine Roots
Farm:  the hallls
Farm:  Hunt $ Craft 2014
Farm:  t
Farm:  Ladyvonne
Farm:  Farmer James
Farm:  home 13
Farm:  Kat's Best!!
Farm:  minecraft hunt family garden
Farm:  Micha's Veggies &amp;amp; Herbs
Farm:  Washington's
Farm:  lauras garden
Farm:  Stovall Flat
Farm:  Rogers Garden
Farm:  Nug garden
Farm:  Devellle
Farm:  sheri's patch
Farm:  richton
Farm:  Diggin' Life Garden
Farm:  PRAIRIE VIEW GARDENS
Farm:  Bond
Farm:  bond
Farm:  lo's land
Farm:  God Blessing
Farm:  Glass
Farm:  Dee's veggies
Farm:  Smith Veggie Bar
Farm:  G &amp;amp; I
Farm:  &amp;quot;Gab's 1st Garden&amp;quot;
Farm:  &amp;quot;Gab's 1st Garden&amp;quot;
Farm:  &amp;quot;Gab's 1st Garden&amp;quot;
Farm:  &amp;quot;Gab's 1st Garden&amp;quot;
Farm:  Sunflower gardens
Farm:  Healthy Home
Farm:  sunny side farm
Farm:  barbara's green treat
Farm:  petreson family gardens
Farm:  rocknomahowse
Farm:  Tanya's Inspiration Garden
Farm:  Cair Garden
Farm:  Love
Farm:  Wells family
Farm:  Kourouma Family
Farm:  Jessica
Farm:  Pretty
Farm:  None
Farm:  None
Farm:  Mama's Parsdice
Farm:  4 Brother
Farm:  Marone
Farm:  None
Farm:  Tanya's Inspiration garden
Farm:  tmsdye@yahoo.com
Farm:  Ile Oko
Farm:  Hope
Farm:  Community Virginia PK
Farm:  Airlenes Place
Farm:  One
Farm:  sunshine
Farm:  In memory of my Grandma
Farm:  Gardenopia
Farm:  Strong Belwas
Farm:  Wahegurutonville
Farm:  Delectable Plot
Farm:  Green Thumb
Farm:  Zoa
Farm:  Two Sometimes Three
Farm:  Community Virginia PK
Farm:  Mine
Farm:  Mays Yard
Farm:  Simply Lovely
Farm:  Lovie
Farm:  Love
Farm:  Percy Garden
Farm:  Shea's
Farm:  Boyd's Garden
Farm:  Sage
Farm:  Spanish
Farm:  Love
Farm:  Love
Farm:  EP's Place
Farm:  Twin Mom Garden
Farm:  Natures Beauty
Farm:  Family
Farm:  Coco's
Farm:  Our Family
Farm:  Kendrick
Farm:  King
Farm:  Destiny's Place
Farm:  LIfe
Farm:  Auntie NA's
Farm:  Darrington Garden
Farm:  INA
Farm:  Gardner
Farm:  Granberry
Farm:  MJ's
Farm:  Jay's
Farm:  Crissy's
Farm:  Z Blessed
Farm:  Lee
Farm:  Garden of Love
Farm:  Beautiful One
Farm:  Heaven
Farm:  Cobb
Farm:  King Veggie
Farm:  Joy's Garden
Farm:  Smith Family
Farm:  My
Farm:  MEME
Farm:  green tranquility
Farm:  mimi's
Farm:  Love
Farm:  Elisha
Farm:  Shannon
Farm:  Dee Dee joy
Farm:  Eden
Farm:  Love
Farm:  Hernandez Farm
Farm:  Knott Family
Farm:  Rencher
Farm:  Love
Farm:  Webster Family
Farm:  Lolly's Edibles
Farm:  Henrie's
Farm:  Kuji house
Farm:  Rosa Parks Community Graden
Farm:  Home Free
Farm:  Emmy's Place
Farm:  Yes
Farm:  Shannon
Farm:  The Ellison
Farm:  The Wilson's Place
Farm:  Z's Place
Farm:  Dwyer Home Store
Farm:  Peace
Farm:  Wiley
Farm:  Nannies
Farm:  Olie's
Farm:  Mr. Heard's
Farm:  Wilson's
Farm:  Yes
Farm:  Lewis Garden
Farm:  Jeff Farm
Farm:  Mom's Garden
Farm:  Johnson food
Farm:  Berries House
Farm:  Gaies
Farm:  celestial9000
Farm:  4C
Farm:  My Small Green Garden
Farm:  Z
Farm:  Mark one
Farm:  Grandma's
Farm:  Barb's Plot
Farm:  Rosie's
Farm:  Help
Farm:  Cassie's Place
Farm:  Good Eat's
Farm:  Lowe's Farm
Farm:  Eva's Garden
Farm:  Home Free
Farm:  Emmy's Place
Farm:  Cassie's Place
Farm:  Marie's Plot
Farm:  Cassie's Place
Farm:  hickman garden
Farm:  hickman garden
Farm:  Donna's Sunny Spot
Farm:  Star Trek Land
Farm:  UDM Garden
Farm:  Westwood Garden
Farm:  Pearl
Farm:  Bernard3
Farm:  CJ's Family Garden
Farm:  Daniels Den
Farm:  Uncle Charles'
Farm:  mega grow
Farm:  Suzanne's Sunshine
Farm:  Gwen's Place
Farm:  Eddile Garden
Farm:  Tellys
Farm:  Hope
Farm:  Garden Gyetvey
Farm:  Hope
Farm:  Maywood Street Community Garden
Farm:  Curtis St Garden
Farm:  Garden of Hope
Farm:  St Aubin Square
Farm:  Princess Onakapoma Farms
Farm:  Earth Spirit
Farm:  Andy's Garden
Farm:  Earth Spirit
Farm:  Ultimate YOU
Farm:  McNeal Garden
Farm:  Spencer Family
Farm:  Wall-Barnes
Farm:  DTS Adult Education West Campus
Farm:  Church Garden
Farm:  The Buddha Garden
Farm:  La Casa de Jardin
