Latitude,Longitude,Pin Type,id,Name,Size,City,Country,Zip/Postal Code
36.164556, -86.77738, familyPin, 1, Encore Herb Garden, planter_box_etc, Nashville, TN, 37201
42.488735, -83.13752, friendPin, 2, damoff, small_10x10, Royal Oak, Mi, 48067
42.499335, -83.22829, familyPin, 3, Pleasureville, small_10x10, Southfield, Mi, 48076
54.5704551, -1.32898209999996, friendPin, 4, Blakeston Eco Garden, large_over_20x20, Stockton-On-Tees, Cl, TS19
54.612537, -1.29096100000004, familyPin, 5, Bede Eco Garden, large_over_20x20, Billingham, Te, TS23
54.132775, -0.783321000000001, familyPin, 6, Saddington garden, small_10x10, Norton, Cl, TS20
42.396736, -83.14152, familyPin, 7, Dreams Come True, small_10x10, Detroit, MI, 48238
47.497912, 19.0402349999999, familyPin, 8, Susus kitchen, planter_box_etc, Budapest, Bu, 
40.841522, -73.28001, familyPin, 9, 7 Angelica Farms, large_over_20x20, Commack, NY, 11725
34.029112, -118.3183, friendPin, 10, Garden School Foundation, large_over_20x20, Los Angeles, CA, 90018
35.767829, -78.5861, friendPin, 11, Word of God Fellowship Church, medium_20x20, Raleigh, NC, 27610
39.961612, -75.19957, friendPin, 12, Woodland Presbyterian Church, medium_20x20, Philadelphia, PA, 19104
39.173409, -84.51295, friendPin, 13, Winton Hills Recreation, medium_20x20, Cincinnati, OH, 45232
42.5065, -83.35363, friendPin, 14, West End, medium_20x20, Detroit, MI, 48334
38.676851, -90.24009, friendPin, 15, Wesley House, medium_20x20, St. Louis, MO, 63115
34.044662, -118.24255, friendPin, 16, Weingart Center, medium_20x20, Los Angeles, CA, 90013
38.691901, -90.25992, friendPin, 17, Walbridge CESS, medium_20x20, St. Louis, MO, 63120
44.971798, -93.30273, friendPin, 18, Van White, medium_20x20, Minneapolis, MN, 55405
42.5065, -83.35363, friendPin, 19, Van Dyke and Knodell, medium_20x20, Detroit, MI, 48334
38.836145, -77.00058, friendPin, 20, Valley Site, medium_20x20, Washington, DC, 20032
34.026448, -118.2829, friendPin, 21, USC, medium_20x20, Los Angeles, CA, 90007
44.934915, -93.25424, friendPin, 22, Urban Arts Academy, medium_20x20, Minneapolis, MN, 55407
38.907711, -77.01732, friendPin, 23, UPO, medium_20x20, Washington, DC, 20001
35.997193, -78.89731, friendPin, 24, Union Baptist Church, medium_20x20, Durham, NC, 27701
44.999165, -93.29823, friendPin, 25, U-WHO Garden, medium_20x20, Minneapolis, MN, 55411
40.820012, -74.36474, friendPin, 26, TRISCUIT HQ, medium_20x20, Hanover, NJ, 07936
39.784622, -104.96214, friendPin, 27, The Growhaus, medium_20x20, Denver, CO, 80216
34.007063, -118.25868, friendPin, 28, The Accelerated School, medium_20x20, Los Angeles, CA, 90011
39.698137, -105.03483, friendPin, 29, SWIC, medium_20x20, Denver, CO, 80219
35.640589, -120.70418, friendPin, 30, Steinbeck Vineyards & Winery, medium_20x20, Paso Robles, CA, 93446
38.631551, -90.193, friendPin, 31, St Louis Rams, medium_20x20, St. Louis, MO, 63101
44.953665, -93.15922, friendPin, 32, SPROUT at Hamline Church, medium_20x20, St. Paul, MN, 55104
44.953665, -93.15922, friendPin, 33, SPROUT at Hamline, medium_20x20, St. Paul, MN, 55104
39.759386, -104.91945, friendPin, 34, Senator Site, medium_20x20, Denver, CO, 80207
42.488735, -83.13752, friendPin, 35, Royal Oak Farm, medium_20x20, Detroit, MI, 48067
34.259052, -118.59426, friendPin, 36, Ride On, medium_20x20, Chatsworth, CA, 91311
34.03457, -118.42843, friendPin, 37, Richland Avenue Elementary School, medium_20x20, Los Angeles, CA, 90064
27.993498, -82.40914, friendPin, 38, Project NOW, medium_20x20, Tampa, FL, 33610
33.962714, -118.276, friendPin, 39, Praises of Zion/Personal Involvement Center, medium_20x20, Los Angeles, CA, 90003
45.011215, -93.15536, friendPin, 40, Peace Lutheran, medium_20x20, Lauderdale, MN, 55113
33.727807, -84.41983, friendPin, 41, PCIA, medium_20x20, Atlanta, GA, 30310
41.695434, -87.62255, friendPin, 42, Parnell Community Garden, medium_20x20, Chicago, IL, 60628
47.6062095, -122.3320708, friendPin, 43, Park Place, medium_20x20, Seattle, WA, 98216
42.5065, -83.35363, friendPin, 44, Operation Get Down, medium_20x20, Detroit, MI, 48334
42.033313, -87.75764, friendPin, 45, Oakton Community College, medium_20x20, Skokie, IL, 60077
44.999165, -93.29823, friendPin, 46, NorthPoint, medium_20x20, Minneapolis, MN, 55411
33.466392, -112.04875, friendPin, 47, New Hope in Christ Church, medium_20x20, Phoenix, AZ, 85006
41.850532, -87.6699, friendPin, 48, Moraine Valley Comm. College, medium_20x20, Chicago, IL, 60608
34.052561, -118.26434, friendPin, 49, Miguel Contreras Learning Complex, medium_20x20, Los Angeles, CA, 90017
42.5065, -83.35363, friendPin, 50, Midland/Princeston, medium_20x20, Detroit, MI, 48334
36.362525, -94.23308, friendPin, 51, Metro Market, medium_20x20, Bentonville, AR, 72712
42.5065, -83.35363, friendPin, 52, Martha Ann, medium_20x20, Detroit, MI, 48334
33.960041, -118.3949, friendPin, 53, Loyola Marymount University, medium_20x20, Los Angeles, CA, 90045
34.000219, -118.22605, friendPin, 54, Los Angeles Regional Food Bank, medium_20x20, Vernon, CA, 90058
38.656701, -90.24397, friendPin, 55, Lewis Place, medium_20x20, St. Louis, MO, 63113
44.999165, -93.29823, friendPin, 56, Kwanzaa Comm. Church, medium_20x20, Minneapolis, MN, 55411
41.764779, -88.14579, friendPin, 57, Kraft HQ in Naperville, medium_20x20, Naperville, IL, 60540
42.395904, -82.99632, friendPin, 58, Kettering High School, medium_20x20, Detroit, MI, 48213
40.81321, -73.88755, friendPin, 59, Huntspointe Riverside, medium_20x20, South Bronx, NY, 10474
44.999165, -93.29823, friendPin, 60, Homewood Apartments, medium_20x20, Minneapolis, MN, 55411
34.052561, -118.26434, friendPin, 61, Homegirl Caf&Aring;&frac12;/Homeboy Industries, medium_20x20, Los Angeles, CA, 90017
33.960041, -118.3949, friendPin, 62, Holy Nativity Episcopal Church, medium_20x20, Westchester, CA, 90045
42.375237, -83.07837, friendPin, 63, Herman Kiefer Complex, medium_20x20, Detroit, MI, 48202
44.964115, -93.12261, friendPin, 64, Greater Frogtown CDC, medium_20x20, St. Paul, MN, 55103
44.982515, -93.17489, friendPin, 65, Great River School, medium_20x20, St. Paul, MN, 55108
44.913815, -93.17459, friendPin, 66, Graham Place, medium_20x20, St. Paul, MN, 55116
32.710082, -96.7972, friendPin, 67, Gilgal Baptist Church, medium_20x20, Dallas, TX, 75216
42.5065, -83.35363, friendPin, 68, Gateway, medium_20x20, Detroit, MI, 48334
42.2771417, -71.0913748, friendPin, 69, Gallivan Com. Center, medium_20x20, Mattapan, MA, 2126
39.15201, -84.38348, friendPin, 70, Gaines United Methodist Church, medium_20x20, Cincinnati, OH, 45227
40.900819, -73.90347, friendPin, 71, Friends of Van Cortland Park, medium_20x20, Bronx, NY, 10471
40.805968, -73.91628, friendPin, 72, Friends of Brook Park, medium_20x20, Bronx, NY, 10454
42.567543, -83.149978, friendPin, 73, Fox 2 News, medium_20x20, Detroit, MI, 48037
42.3875968, -71.0994968, friendPin, 74, First Congregational Church of Somerville, medium_20x20, Somerville, MA, 2144
41.719933, -87.70249, friendPin, 75, Evergreen Park, medium_20x20, Chicago, IL, 60805
42.375787, -83.10849, friendPin, 76, Elmhurst Home, medium_20x20, Detroit, MI, 48206
42.5065, -83.35363, friendPin, 77, E. Grand Blvd & Lafayette, medium_20x20, Detroit, MI, 48334
44.953665, -93.15922, friendPin, 78, Dunning Community Garden, medium_20x20, St. Paul, MN, 55104
42.352837, -83.02449, friendPin, 79, Cutters Bar and Grill, medium_20x20, Detroit, MI, 48207
44.989065, -93.10666, friendPin, 80, Crossroads Elementary, medium_20x20, St. Paul, MN, 55117
45.014764, -93.33965, friendPin, 81, Courage Center, medium_20x20, Golden Valley, MN, 55422
44.967565, -93.05001, friendPin, 82, Cornerstone Montessori, medium_20x20, St. Paul, MN, 55106
38.79505, -90.28578, friendPin, 83, Computer Village, medium_20x20, Florissant, MO, 63033
39.15201, -84.38348, friendPin, 84, Cincinnati Bibleway Church, medium_20x20, Cincinnati, OH, 45227
42.421936, -83.09981, friendPin, 85, Christian Guidance Center, medium_20x20, Detroit, MI, 48203
42.5065, -83.35363, friendPin, 86, Christian Guidance Center, medium_20x20, Detroit, MI, 48334
34.067409, -118.47528, friendPin, 87, Chabad Israel Center School, medium_20x20, Los Angeles, CA, 90049
42.536402, -82.95044, friendPin, 88, Central High School, medium_20x20, Detroit, MI, 48026
33.927471, -118.24778, friendPin, 89, Carver Elementary, medium_20x20, Los Angeles, CA, 90059
45.027715, -93.30337, friendPin, 90, Camden Apartments, medium_20x20, Minneapolis, MN, 55412
42.3875968, -71.0994968, friendPin, 91, Cambridge Health Alliance (CHA), medium_20x20, Somerville, MA, 2143
40.826201, -73.94879, friendPin, 92, Brotherhood 7 Sistersol, medium_20x20, New York, NY, 10031
44.999165, -93.29823, friendPin, 93, Bright Water Montessori, medium_20x20, Minneapolis, MN, 55411
34.067409, -118.47528, friendPin, 94, Brentwood Science Magnet School, medium_20x20, Los Angeles, CA, 90049
45.027715, -93.30337, friendPin, 95, Breen Jones, medium_20x20, Minneapolis, MN, 55412
42.338137, -83.12785, friendPin, 96, Boys &amp; Girls Club, medium_20x20, Detroit, MI, 48210
42.5065, -83.35363, friendPin, 97, Birmingham Temple, medium_20x20, Detroit, MI, 48334
33.496091, -112.21405, friendPin, 98, Abundant Life Center, medium_20x20, Phoenix, AZ, 85033
44.999165, -93.29823, friendPin, 99, 12th and Morgan, medium_20x20, Minneapolis, MN, 55411
42.365337, -83.14254, friendPin, 100, Care N Share, large_over_20x20, Detroit, MI, 48204
42.348937, -83.08994, familyPin, 101, The Browns, large_over_20x20, Detroit, Mi, 48208
34.143856, -118.39429, familyPin, 102, Mi Jardin, planter_box_etc, studio city, Ca, 91604
42.375787, -83.10849, friendPin, 103, Linwood & Clairmount, large_over_20x20, Detroit, MI, 48206
42.410037, -83.05826, friendPin, 104, Sunshine garden, small_10x10, Hamtramck, Mi, 48212
42.426786, -83.14969, familyPin, 105, Memas Doll, planter_box_etc, Detroit, Mi, 48221
18.4088387, -77.9334851, familyPin, 106, Anchovy Primary School, medium_20x20, Anchoby, St, 
38.96634, -104.54313, friendPin, 107, Horsewings Creative Garden, medium_20x20, Peyton, CO, 80831
42.375787, -83.10849, familyPin, 108, Petties Playground, planter_box_etc, Detroit, Mi, 48206
33.2000368, -117.2425355, friendPin, 109, Happy Earth Garden, medium_20x20, Vista, Ca, 92081
34.063209, -118.43643, familyPin, 110, Kathleens garden, medium_20x20, Los Angeles, Ca, 90024
29.054976, -82.04255, familyPin, 111, Small Greens, planter_box_etc, Belleview, Fl, 34420
34.098908, -118.36241, familyPin, 112, LaGarden, planter_box_etc, Los Angeles, CA, 90046
34.088808, -118.40612, familyPin, 113, Almost paradise, small_10x10, Beverly hills, Ca, 90210
34.151066, -118.08974, familyPin, 114, pasadenia, small_10x10, pasadenia, ca, 91107
47.2528768, -122.4442906, familyPin, 115, Grandpas Garden, small_10x10, Tacoma, WA, 98444
38.559302, -90.25174, familyPin, 116, My Veggie Garden, medium_20x20, St. Louis, MO, 63111
43.96977, -90.80796, familyPin, 117, Marcys Purpose, medium_20x20, Sparta, WI, 54656
40.681798, -75.22082, friendPin, 118, Urban Farm Initiave, large_over_20x20, Easton, PA, 18042
43.216505, -123.3417381, familyPin, 119, The Backyard Barnyard, small_10x10, Roseburg, OR, 97471
41.41362, -73.59556, familyPin, 120, Jennys Garden, large_over_20x20, Brewster, Ne, 10509
34.063645, -117.89743, familyPin, 121, Carshop, medium_20x20, West Covina, Ca, 91791
33.142706, -117.03049, familyPin, 122, Walfords Garden, small_10x10, San Clemente, CA, 92027
33.639227, -117.58518, familyPin, 123, Suchy, medium_20x20, Trabuco canyon, CA, 92679
33.8318, -117.84739, familyPin, 124, Fresh Family Food, medium_20x20, Orange, Ca, 92865
38.347174, -122.69537, friendPin, 125, Growing Your Greens, large_over_20x20, Rohnert Park, CA, 94928
33.732368, -118.28905, friendPin, 126, LR garden, small_10x10, San Pedro Ct, CA, 90731
34.176238, -118.61992, familyPin, 127, PR Garden, medium_20x20, Woodland Hills, CA, 91367
34.209407, -118.57735, familyPin, 128, M Garden, small_10x10, Winnetka, CA, 91306
33.792687, -117.79975, familyPin, 129, Silver Garden, small_10x10, Orange, CA, 92869
33.675893, -117.34946, familyPin, 130, DJs Garden, medium_20x20, Lake Elsinore, CA, 92530
33.720017, -118.04614, familyPin, 131, Songbird Garden, small_10x10, Huntington Beach, CA, 92649
34.050505, -118.53374, familyPin, 132, True Garden, planter_box_etc, Pacific Palisades, CA, 90272
34.192102, -118.14206, familyPin, 133, JVB Garden, small_10x10, Altadena, CA, 91001
34.265003, -118.77177, familyPin, 134, KD Garden, planter_box_etc, Simi Valley, CA, 93065
33.640302, -117.769442, familyPin, 135, TR Garden, small_10x10, Fullerton, CA, 92836
32.746018, -117.16715, familyPin, 136, Happy Garden, planter_box_etc, Sd, CA, 92103
42.410037, -83.05826, friendPin, 137, The CH Garden, small_10x10, Detroit, Mi, 48212
34.002011, -118.43083, familyPin, 138, KN Family Garden, small_10x10, Los Angeles, Ca, 90066
34.489466, -117.35321, familyPin, 139, JMurphy Garden, planter_box_etc, Victorville, CA, 92392
42.458502, -83.3464, familyPin, 140, HalleluYah Garden, medium_20x20, Farmington Hills, MI, 48336
33.8318, -117.84739, familyPin, 141, mylittleacre, small_10x10, Orange, CA, 92865
38.876897, -105.30711, familyPin, 142, summer gardem, medium_20x20, F;orissant, CO, 80816
34.399992, -117.33999, familyPin, 143, Lifenfood Garden, planter_box_etc, Hesperia, CA, 92345
33.844814, -117.95381, familyPin, 144, Our fun garden, medium_20x20, Anaheim, CA, 92801
33.844814, -117.95381, familyPin, 145, Herb Garden, medium_20x20, Anaheim, CA, 92801
34.002011, -118.43083, familyPin, 146, Leonards Place, small_10x10, Anaheim, CA, 90066
33.868314, -118.06754, familyPin, 147, RoRos Garden, small_10x10, Cerritos, CA, 90703
40.625621, -111.8158, familyPin, 148, Blue Ribbon Garden, large_over_20x20, Salt Lake City, Ut, 84121
33.611272, -117.66681, friendPin, 149, Lins Place, planter_box_etc, Mission Viejo, CA, 92691
32.742892, -117.12774, friendPin, 150, ButterflyGarden, planter_box_etc, San Diego, CA, 92104
42.379436, -83.29105, familyPin, 151, Simple Man Gardens, large_over_20x20, Redford, MI, 48239
34.235055, -118.51766, familyPin, 152, 18402 Halsted St - Unit 42, planter_box_etc, Northridge, CA, 91325
44.953665, -93.15922, familyPin, 153, Holistic Health Farms, large_over_20x20, St. Paul, Mi, 55104
31.352676, -85.70509, familyPin, 154, Fort Rucker Community Garden, medium_20x20, Fort Rucker, Al, 36362
33.611272, -117.66681, friendPin, 155, Marplace Garden, small_10x10, Mission Viejo, CA, 92691
32.742892, -117.12774, friendPin, 156, greengarden, medium_20x20, San Diego, CA, 92104
33.818165, -117.97304, friendPin, 157, No1garden, medium_20x20, Anaheim, CA, 92804
38.594901, -90.2278, friendPin, 158, Pierreplace, small_10x10, St Louis, MO, 63118
33.828766, -118.31367, friendPin, 159, Holnes Garden, planter_box_etc, Torrence, CA, 90501
33.720017, -118.04614, friendPin, 160, green garden, planter_box_etc, Huntington  Beach, CA, 92649
33.978965, -117.33646, friendPin, 161, nutra Garden, medium_20x20, Riverside, CA, 92507
41.54338, -88.11963, friendPin, 162, Pelagia Gardens, large_over_20x20, Joliet, IL, 60435
40.995384, -72.18564, familyPin, 163, E. Hampton Garden of Paradise, small_10x10, East Hampton, Ne, 11937
33.90213, -118.00966, familyPin, 164, Spring Follies, planter_box_etc, La Mirada, CA, 90638
49.261226, -123.1139268, friendPin, 165, Robs veggies, small_10x10, Van Couver, BC, V534P
42.586677, -83.22956, familyPin, 166, Pansophy Roots, medium_20x20, Bloomfield Hills, Mi, 48304
41.260566, -95.9362, friendPin, 167, Gals Garden, planter_box_etc, Omaha, NE, 68102
30.246309, -97.76087, friendPin, 168, CMD Garden, large_over_20x20, Austin, TX, 78704
30.403286, -88.77565, friendPin, 169, KKs Garden, planter_box_etc, Ocean Springs, MS, 39564
37.9837155, 23.7293096999999, friendPin, 170, Spiros Garden, medium_20x20, Athens, Gr, 
38.934866, -77.06039, friendPin, 171, Chapman Garden, small_10x10, Washington, DC, 20008
33.762117, -117.81828, friendPin, 172, Graces Garden, large_over_20x20, North Tustin, CA, 92705
45.707153, -110.9878, friendPin, 173, Renees Garden, small_10x10, Boremon, MT, 59715
42.056391, -87.69684, friendPin, 174, The Dupuis Garden, small_10x10, Evanston, IL, 60201
40.748001, -74.04943, friendPin, 175, LG Gardem, planter_box_etc, Jersey City, NJ, 07307
43.750744, -114.5198, friendPin, 176, Sharons Space, small_10x10, Ketchum, ID, 83340
32.662563, -116.95413, friendPin, 177, My Green Garden, small_10x10, C Vista, CA, 91914
33.803565, -117.99596, friendPin, 178, Science Garden, large_over_20x20, Stanton, OH, 90680
33.792687, -117.79975, friendPin, 179, Bs Garden, farm, Orange, CA, 92869
37.98779, -122.59962, friendPin, 180, Costa Garden, medium_20x20, Fairfax, CA, 94930
37.98779, -122.59962, friendPin, 181, MVD Garden, small_10x10, Palos Verdes, CA, 94930
33.784099, -118.38752, friendPin, 182, Matts Garden, large_over_20x20, Palos Verdes, CA, 90274
34.456957, -119.25307, friendPin, 183, Rotello acre, small_10x10, Ojau, Ca, 93023
33.828366, -118.18235, friendPin, 184, Pams Garden, small_10x10, Long Beach, CA, 90807
34.143497, -114.62411, friendPin, 185, Rons Garden, small_10x10, Palm Spring, FL, 92280
34.111208, -118.28842, friendPin, 186, My Little Garden, small_10x10, Los Feliz, CA, 90027
41.822681, -87.84753, friendPin, 187, Garden on the edge, medium_20x20, Brookfield, IL, 60513
33.750795, -116.72562, familyPin, 188, Idyllwild Community Garden, large_over_20x20, Idyllwild, Ca, 92549
41.214824, -92.43864, friendPin, 189, TLO, planter_box_etc, Oakaloosa, IA, 52561
33.828766, -118.31367, friendPin, 190, Thaker Garden, planter_box_etc, Torrence, CA, 90501
31.261716, -92.42469, friendPin, 191, my little garden, small_10x10, Alexandria, LA, 71302
30.326374, -97.771258, friendPin, 192, Mayes Place, small_10x10, Austin, TX, 78709
34.03056, -118.39804, friendPin, 193, Ts Garden, planter_box_etc, LA, CA, 90034
39.033312, -120.82172, friendPin, 194, MJs Garden, planter_box_etc, Forest Hill, CA, 95631
33.675893, -117.34946, friendPin, 195, Verboom Garden, medium_20x20, Lake Elsinore, CA, 92530
29.83399, -95.434241, friendPin, 196, Natures Garden, small_10x10, Houston, TX, 77282
40.826201, -73.94879, familyPin, 197, ST. Lukes Community Garden, medium_20x20, Harlem, Ne, 10031
37.408511, -94.70414, friendPin, 198, Little Garden On Campus, planter_box_etc, Pittsburg, KS, 66762
39.679437, -104.96473, familyPin, 199, Campagnas Home Garden, large_over_20x20, denver, Co, 80210
-5.1333333, 119.4166667, familyPin, 200, Sudiang Garden, farm, MAKASSAR, SU, 
34.104555, -117.58734, familyPin, 201, FAMILY TABLE, small_10x10, RANCHO CUAMONGA, CA, 91730
34.066009, -118.38271, familyPin, 202, Besherit Garden, planter_box_etc, Beverly Hills, CA, 90211
38.549256, -121.73655, familyPin, 203, Fresh SPIN Farms, farm, Davis, Ca, 95616
47.733852, -122.34461, familyPin, 204, Seattle Urban Farm Co, large_over_20x20, Seattle, WA, 98133
47.66747, -122.37468, friendPin, 205, Bastille Rooftop Garden by Seattle Urban Farm Co, large_over_20x20, Seattle, WA, 98107
42.104127, -87.75016, familyPin, 206, Canteloupeh Farm, large_over_20x20, Winnetka, Il, 60093
40.707904, -74.01342, friendPin, 207, Murray Hill Garden, planter_box_etc, New York, NY, 10006
40.780751, -73.977182, friendPin, 208, Murray Hill Garden, planter_box_etc, New York, NY, 10261
42.365936, -83.36513, friendPin, 209, Lawnless Acres, large_over_20x20, Livonia, Mi, 48150
38.672127, -121.15783, friendPin, 210, My Little Folsom Farm, large_over_20x20, Folsom, CA, 95630
55.724508, 12.354765, familyPin, 211, Casa Loco, small_10x10, Ballerup, -, 2750
38.072402, -78.50149, familyPin, 212, LUNCHBOX, large_over_20x20, Charlottesville, VA, 22901
38.907711, -77.01732, familyPin, 213, Mer and Daves Garden, small_10x10, Washington, DC, 20001
33.498076, -111.98603, familyPin, 214, The Urban Flock, small_10x10, Phoenix, AZ, 85018
45.019315, -93.24304, familyPin, 215, Buchanan Street Farms, large_over_20x20, Minneapolis, MN, 55418
-37.814107, 144.96328, friendPin, 216, jim, medium_20x20, Melbourne, Vi, 3031
35.814572, -78.58348, familyPin, 217, Fallen Pines Farm, large_over_20x20, Raleigh, NC, 27604
42.499335, -83.22829, familyPin, 218, Urban Farming / Fox 2 News Garden, medium_20x20, Southfield, Mi, 48076
36.12301, -80.64557, familyPin, 219, Pettit, planter_box_etc, Yadkinville, NC, 27055
51.924216, 4.48177599999997, familyPin, 220, COOLzaad Kralingen, large_over_20x20, Rotterdam, Zu, 
37.7840208, -79.4428157, familyPin, 221, WaterWitch Grounds & Grange, large_over_20x20, Lexington, VA, 24450
28.619445, -81.42695, friendPin, 222, Lockhart Acres Farm, farm, Orlando, Fl, 32810
35.097719, -114.59734, familyPin, 223, Spade Organics, large_over_20x20, Bullhead City, ar, 86442
42.294987, -83.25049, familyPin, 224, Draper garden, medium_20x20, Dearborn, Mi, 48124
42.499335, -83.22829, friendPin, 225, Quantum, planter_box_etc, Southfield, Mi, 48076
42.410487, -82.94348, friendPin, 226, serenity, medium_20x20, detroit, mi, 48224
42.556943, -83.11506, friendPin, 227, Tellys place, farm, troy, mi, 48083
14.6220809, 121.0438201, friendPin, 228, Lightlife garden, planter_box_etc, vancouver, MA, 61660
42.524134, -83.25454, friendPin, 229, my favorie place, small_10x10, Franklin, MI, 48025
42.497736, -82.89979, friendPin, 230, Remy Out, large_over_20x20, St Clair Shores, MI, 48081
42.670932, -82.77754, friendPin, 231, peaceful, small_10x10, Chesterfield, MI, 48047
42.499335, -83.22829, familyPin, 232, Paradise, planter_box_etc, Southfield, Mi, 48076
29.404267, -100.88116, friendPin, 233, Mini Paradise, small_10x10, Del Rio, Te, 78840
33.794055, -84.38525, friendPin, 234, Patio, small_10x10, Atlanta, GA, 30309
60.816218, -115.7853653, friendPin, 235, Hay River Community Garden, farm, Hay River, NT, X0E 0
41.589701, -71.454, friendPin, 236, Earthen Bliss, small_10x10, North Kingstown, RI, 02852
42.465142, -83.39853, familyPin, 237, Missing Acres Farm, farm, Farmington Hills, MI, 48335
42.410487, -82.94348, familyPin, 238, my lil piece of heaven, planter_box_etc, Detroit, MI, 48224
42.379436, -83.29105, familyPin, 239, haygood urban gardens, medium_20x20, redford, mi, 48239
40.72596, -73.99834, friendPin, 240, Doodle, planter_box_etc, New York, Ne, 10012
19.947774, -155.78634, familyPin, 241, Banana Grove, medium_20x20, Waikoloa, HI, 96738
36.099044, -95.96615, familyPin, 242, Barbour Urban Farm, large_over_20x20, tulsa, Ok, 74105
40.890964, -74.01115, friendPin, 243, The Garden of Millions, small_10x10, Tea Neck, Ne, 07666
47.564437, -122.71293, friendPin, 244, Malone garden, medium_20x20, Bremerton, WA, 98312
42.239933, -83.150823, familyPin, 245, Bakers acre, small_10x10, Pinckney, MI, 48269
41.809387, -88.32931, familyPin, 246, Dahl Haus Garden, planter_box_etc, North Aurura, IL, 60542
33.503742, -112.03235, friendPin, 247, City Center Farms - Phoenix Biltmore, large_over_20x20, Phoenix, AZ, 85016
42.460986, -83.13398, familyPin, 248, Real to Real Garden, planter_box_etc, Ferndale, Mi, 48220
34.0900091, -118.3617443, friendPin, 249, ORANGE TREE, planter_box_etc, West Hollywood, CA, 90269
34.090975, -118.3813, friendPin, 250, The Orange Tree, planter_box_etc, West Hollywood, CA, 90069
33.38779, -84.82536, familyPin, 251, Papas garden, medium_20x20, Newnan, GA, 30263
42.425836, -82.90003, familyPin, 252, Candydees Garden, small_10x10, Grosse Point, Mi, 48236
44.911564, -93.31947, familyPin, 253, Marys Garden, small_10x10, Minneapolis - MN, MN, 55410
33.923463, -117.89559, familyPin, 254, Gavins Garden, medium_20x20, Brea, CA, 92821
52.2296756, 21.0122287, familyPin, 255, Kasias Tomato Farm, planter_box_etc, Warsaw, Ma, 
39.958564, -82.92824, familyPin, 256, harachis and son garden, medium_20x20, bexley, oh, 43209
52.2296756, 21.0122287, familyPin, 257, Mini Farm, planter_box_etc, Warsaw, ma, 
41.881632, -71.35583, familyPin, 258, point13acres, large_over_20x20, Pawtucket, RI, 02861
34.050505, -118.53374, familyPin, 259, Gracie The Garden, planter_box_etc, Pacific Palisades, CA, 90272
34.063209, -118.43643, friendPin, 260, Betsys Place, planter_box_etc, Los Angeles, CA, 90024
34.067409, -118.47528, familyPin, 261, Megs Garden, medium_20x20, Los Angeles, CA, 90049
34.050505, -118.53374, familyPin, 262, Sues Garden, small_10x10, Pacific Palisades, CA, 90272
34.101007, -118.45077, familyPin, 263, Ranjits Garden, medium_20x20, Los Angeles, CA, 90077
34.050505, -118.53374, familyPin, 264, Paradise, small_10x10, Pacific Palisades, CA, 90272
34.050505, -118.53374, familyPin, 265, Villa Monaco, large_over_20x20, Pacific Palisades, CA, 90272
39.761211, -86.52344, familyPin, 266, Hornick greens, small_10x10, Danville, IN, 46122
33.801767, -118.1858, familyPin, 267, more plants than I have stairs, planter_box_etc, long beach, 90, 90806
34.307877, -118.42904, familyPin, 268, Welcome to my garden, small_10x10, Sylmar, CA, 91342
42.458502, -83.3464, familyPin, 269, Mark King Garden, small_10x10, Farmington Hills, Mi, 48336
34.12716, -117.20073, friendPin, 270, Blessings Garden, large_over_20x20, Highland, Ca, 92346
39.843304, -105.11896, familyPin, 271, Rose Roots, farm, Arvada, Co, 80005
41.545089, -93.61904, familyPin, 272, Sarahs Garden, small_10x10, Des Moines, Io, 50315
41.87355, -87.7885, familyPin, 273, Vertical Farm Garage Program, small_10x10, Oak Park, IL, 60304
32.213291, -110.82559, familyPin, 274, Browns Bells, planter_box_etc, Tucson, Ar, 85710
33.427078, -117.61401, familyPin, 275, Growzays Aquaponics, small_10x10, San Clemente, CA, 92672
42.132707, -80.08452, friendPin, 276, Commodore Patch, medium_20x20, Erie, Pe, 16507
42.421936, -83.09981, familyPin, 277, J B urban community garden, large_over_20x20, Highland Park, MI, 48203
42.465886, -83.056, familyPin, 278, Sharing Earths Bounty, medium_20x20, Warren, MI, 48091
33.853853, -84.22036, friendPin, 279, Amys Back Forty, medium_20x20, Atlanta, GA, 30084
33.786594, -118.298662, familyPin, 280, Harvest Garden, small_10x10, Lakewood, CA, 90711
44.999165, -93.29823, familyPin, 281, Karamu Gardens, large_over_20x20, Minneapolis, MN, 55411
43.653226, -79.3831843, familyPin, 282, elm grove, medium_20x20, Toronto, On, M6K 2
38.152068, -122.25074, familyPin, 283, Loma Vista Farm, farm, Vallejo, CA, 94589
42.365337, -83.14254, familyPin, 284, julian st communiti garden, large_over_20x20, detroit, mi, 48204
42.482585, -83.16812, friendPin, 285, ??????, small_10x10, huntington Woods, mi, 48070
42.927801, -85.54582, familyPin, 286, Water Wheel Farms, large_over_20x20, Grand Rapids, MI, 49546
36.051155, -78.857651, friendPin, 287, Songbird, planter_box_etc, Durham, NC, 27710
34.107559, -118.22663, friendPin, 288, domestickat, planter_box_etc, Los Angeles, Ca, 90065
34.200104, -118.54099, friendPin, 289, Victory., medium_20x20, Reseda, Ca, 91335
52.519171, 13.4060912, familyPin, 290, Hofgarten, large_over_20x20, Berlin, Be, 10247
35.377069, -77.92463, familyPin, 291, Smith Family Produce, large_over_20x20, Goldsboro, NC, 27534
